Sample ID,Site,Date,Time,Type,Type2,Index-notes,ICP-notes,Fe_mg_L,Mn_mg_L,Cu_mg_L,Zn_mg_L,Si_mg_L,K_mg_L,P_mg_L,Mg_mg_L,Na_mg_L,Al_mg_L,Ca_mg_L,F_mg_L,Cl_mg_L,NO2_mg_L,Br_mg_L,NO3_mg_L,PO4_mg_L,SO4_mg_L,IC-notes,NRS_LWIA_notes,dD,d18O,iso-notes,DOC run date,DOC_mg_L,DOC notes,Type3,S. No.,Transect,Depth,Pit,NO3_N_mg_L,SO4_S_mg_L,PO4_P_mg_L,Time Zone,Freezer bag #,UVM ICPOES prep date,ICPOES-notes-MED,Ba_mg_L,S_mg_L,Sr_mg_L,IC-notes_MED,Isotope/ICP pick list #,Acidified for ICPOES? (Y or N),MED Index Notes,NRS Lab Comments,Datetime
RI19-HB-WET-SW-HW 3-30,Hungerford,10/18/2018,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.00047986,0.002167335,0.000541998,0.017680817,3.588391866,1.192910206,,6.891898124,4.846948012,0.000681018,43.81087879,,7.9455164,,,,,,,,,,,,,,SW,28,WET,30,HW 3,19.2043656,7.05263,0.05,,,,,,,,,,,,,2018-10-18 12:00:00
RI20-HB-WET-SW-HW4-45,Hungerford,11/6/2019,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.015002135,0.00019185,0.000541998,0.005479134,3.439062935,0.197601632,,5.152166522,6.875446292,0.000681018,30.61543312,,8.2731892,,,,,,,,,,,,,,SW,16,WET,45,HW4,5.2376,6.43257,0.05,,,,,,,,,,,,,2019-11-06 12:00:00
RI18-HB--SW-PIT 3-30,Hungerford,6/6/2018,12:00,Soil water lysimeter,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.029043789,0.089578866,0.000541998,0.030475749,2.982937848,0.723634667,,5.624260486,5.056306951,0.000681018,29.21655954,,8.3199996,,,,,,,,,,,,,,SW,17,,30,PIT 3,0.5905394,4.286874,0.05,,,,,,,,,,,,,2018-06-06 12:00:00
RI18-HB--SW-PIT 5-45,Hungerford,4/20/2018,12:00,Soil water lysimeter,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.00047986,0.00019185,0.000541998,0.011546008,2.83223605,0.106666186,,3.308304312,2.995089804,0.000681018,23.95155731,,8.7580112,,,,,,,,,,,,,,SW,18,,45,PIT 5,6.016693,5.710128,0.05,,,,,,,,,,,,,2018-04-20 12:00:00
RI19-HB-SGW7-12,Hungerford,5/16/2019,12:00,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.02010438,0.078906116,0.009640808,0.008584486,2.564009844,0.434036601,,4.218906494,4.896096676,0.000681018,24.4957649,,9.0957148,,,,,,,,,,,,,,7,43,GW,,0,2.2953782,6.42536,0.05,,,,,,,,,,,,,2019-05-16 12:00:00
RI19-HB-SGW7-8,Hungerford,11/8/2018,3:36,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.026158895,0.115165904,0.010059469,0.006129546,3.460751813,0.579949404,,7.309764896,8.371751697,0.000681018,35.66743747,,9.386608,,,,,,,,,,,,,,7,39,GW,,0,1.5621142,11.553112,0.05,,,,,,,,,,,,,2018-11-08 03:36:00
RI19-HB-SGW7-10,Hungerford,4/17/2019,8:09,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.019846531,0.035705821,0.009568803,0.004246116,2.889230184,0.396681143,,4.574358036,4.952230354,0.000681018,26.37688474,,9.6106292,,,,,,,,,,,,,,7,41,GW,,0,3.4659818,7.251626,0.05,,,,,,,,,,,,,2019-04-17 08:09:00
RI18-HB-WET-SW-PIT 5-30,Hungerford,4/3/2018,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.004350651,0.00019185,0.000541998,0.010610946,3.088987035,0.457933518,,2.94578138,3.207348353,0.000681018,22.60137192,,9.7510604,,,,,,,,,,,,,,SW,20,WET,30,PIT 5,5.2231966,4.591136,0.05,,,,,,,,,,,,,2018-04-03 12:00:00
RI19-HB-SGW7-9,Hungerford,2/21/2019,12:00,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.015454461,0.070021402,0.009534214,0.030266878,2.544103671,0.465841308,,4.713054303,6.044582608,0.000681018,26.84335949,,10.17336,,,,,,,,,,,,,,7,40,GW,,0,2.464944,8.231096,0.05,,,,,,,,,,,,,2019-02-21 12:00:00
RI19-HB-SGW7-11,Hungerford,5/7/2019,21:12,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.071668068,0.061670977,0.010281715,0.017955575,3.059368215,0.440382791,,4.740357804,5.243047245,0.000681018,27.10285759,,10.2091336,,,,,,,,,,,,,,7,42,GW,,0,2.8309228,7.16799,0.05,,,,,,,,,,,,,2019-05-07 21:12:00
RI19-HB-SGW7-16,Hungerford,9/11/2019,8:51,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.162774407,0.454095105,0.009142894,0.017978552,3.629813701,0.564095578,,6.032244282,6.708401824,0.000681018,38.92358633,,10.4030624,,,,,,,,,,,,,,7,47,GW,,0,0.0078564,7.330936,0.05,,,,,,,,,,,,,2019-09-11 08:51:00
RI18-HB-SGW1-1,Hungerford,9/27/2018,0:35,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,23.81313946,0.701560503,0.047983993,0.131600538,0.54639955,3.457715204,,24.49058586,10.75692401,4.572575641,136.1895663,,10.4364984,,,,,,,,,,,,,,1,37,GW,,0,0.1990288,188.7,0.05,,,,,,,,,,,,,2018-09-27 00:35:00
RI19-HB-SGW7-13,Hungerford,6/26/2019,13:49,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.024557681,0.315286119,0.009587763,0.033492381,3.372002622,0.618822833,,5.22694684,6.016628768,0.000681018,32.19430095,,10.9046024,,,,,,,,,,,,,,7,44,GW,,0,<0.05,7.303538,0.05,,,,,,,,,,,,,2019-06-26 13:49:00
RI20-HB--SW-PIT 5-45,Hungerford,10/30/2019,12:00,Soil water lysimeter,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.00047986,0.00019185,0.000541998,0.032970353,3.77539767,0.441099433,,3.633716652,3.12080065,0.000681018,28.3831116,,11.1821212,,,,,,,,,,,,,,SW,21,,45,PIT 5,6.6936528,6.498902,0.05,,,,,,,,,,,,,2019-10-30 12:00:00
RI19-HB-SGW7-15,Hungerford,8/13/2019,23:09,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.036982219,0.320921687,0.009731416,0.00973548,3.745995011,0.627360214,,6.233690683,7.250607382,0.000681018,37.23782384,,11.2556804,,,,,,,,,,,,,,7,46,GW,,GW19-0209,0.05,7.322284,0.05,,,,,,,,,,,,,2019-08-13 23:09:00
RI18-HB-SGW7-3,Hungerford,5/1/2018,1:51,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.014998974,0.014091486,0.004453427,0.005994877,1.940259373,0.748012965,,5.431928187,6.008715028,0.067683388,27.66074296,,11.58257,,,,,,,,,,,,,,7,33,GW,,0,5.0071456,8.027422,0.05,,,,,,,,,,,,,2018-05-01 01:51:00
RI20-HB-WET-SW-PIT 2-30,Hungerford,10/30/2019,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.002559436,0.012969112,0.000541998,0.009667587,4.138992737,0.821247678,,7.174463307,8.331556931,0.000681018,37.1159328,,11.734195,,,,,,,,,,,,,,SW,22,WET,30,PIT 2,2.2076484,11.907844,0.05,,,,,,,,,,,,,2019-10-30 12:00:00
RI19-HB-WET-SW-HW2-30,Hungerford,11/5/2018,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.002539922,0.00019185,0.004770566,0.029874225,3.799607641,1.292581369,,7.609031441,7.087733938,0.000681018,39.11074114,,12.1253875,,,,,,,,,,,,,,SW,10,WET,30,HW2,9.1557192,16.630394,0.05,,,,,,,,,,,,,2018-11-05 12:00:00
RI18-HB-DRY-SW-PIT 2-48,Hungerford,2/22/2018,12:00,Soil water lysimeter dry,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.005956989,0.014046069,0.000541998,0.018408044,1.43229064,0.859187828,,5.701812412,9.107215452,0.000681018,36.73494082,,12.16481,,,,,,,,,,,,,,SW,19,DRY,48,PIT 2,1.1548908,12.154426,0.05,,,,,,,,,,,,,2018-02-22 12:00:00
RI19-HB-SGW7-14,Hungerford,7/24/2019,22:13,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.067676133,0.37766144,0.009269439,0.016046322,2.45128387,0.638961725,,5.058848561,5.720722877,0.000681018,26.5538373,,12.656075,,,,,,,,,,,,,,7,45,GW,,0,0.0052376,8.00435,0.05,,,,,,,,,,,,,2019-07-24 22:13:00
RI18-HB-SGW7-4,Hungerford,5/22/2018,12:00,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.009948194,0.042280896,0.00383683,0.004238161,3.062933217,0.816754362,,5.504240253,6.377497189,0.068492227,26.77953593,,13.007845,,,,,,,,,,,,,,7,34,GW,,0,1.0291884,9.260332,0.05,,,,,,,,,,,,,2018-05-22 12:00:00
RI18-HB-SGW7-2,Hungerford,4/13/2018,9:37,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.00047986,0.00775897,0.000541998,0.000505057,2.434085434,0.176441905,,5.173464691,5.752913121,0.000681018,28.76116299,,13.699255,,,,,,,,,,,,,,7,32,GW,,0,2.2364552,9.315128,0.05,,,,,,,,,,,,,2018-04-13 09:37:00
RI18-HB-DRY-SW-PIT 2-30,Hungerford,2/16/2018,12:00,Soil water lysimeter dry,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.085472607,0.011388396,0.000541998,0.013180609,4.596629627,0.19711936,,4.487712438,6.409952388,0.031549412,29.69747805,,13.929725,,,,,,,,,,,,,,SW,30,DRY,30,PIT 2,2.02957,12.725458,0.05,,,,,,,,,,,,,2018-02-16 12:00:00
RI20-HB-WET-SW-HW4-30,Hungerford,1/10/2020,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.00047986,0.00019185,0.000541998,0.038306619,2.828618192,0.420255515,,6.049315153,7.810624018,0.000681018,35.47270402,,13.9691475,,,,,,,,,,,,,,SW,11,WET,30,HW4,4.6667016,8.131246,0.05,,,,,,,,,,,,,2020-01-10 12:00:00
RI18-HB-SGW7-1,Hungerford,2/15/2018,8:46,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.00047986,0.008649688,0.000541998,0.002336147,2.87308752,0.147393114,,4.397581794,5.794137414,0.000681018,26.69339514,,15.10027,,,,,,,,,,,,,,7,31,GW,,GW18-0011,1.6603192,10.046222,0.05,,,,,,,,,,,,,2018-02-15 08:46:00
RI19-HB-SGW7-7,Hungerford,10/16/2018,12:00,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.078150456,0.32794727,0.009660044,0.008599531,3.959324491,0.696382891,,7.938875644,9.546936173,0.000681018,46.65890843,,15.1124,,,,,,,,,,,,,,7,38,GW,,0,0.1099896,12.12847,0.05,,,,,,,,,,,,,2018-10-16 12:00:00
RI18-HB-SGW7-5,Hungerford,9/25/2018,16:00,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.150377055,0.262588272,0.0121032,0.023994472,2.791030409,1.033108748,,7.524057764,10.27687538,0.000681018,43.83132643,,16.222295,,,,,,,,,,,,,,7,35,GW,,0,0.0366632,6.074954,0.05,,,,,,,,,,,,,2018-09-25 16:00:00
RI20-HB-WET-SW-HW5-45,Hungerford,11/6/2019,12:00,Soil water lysimeter wet,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.000974767,0.000762556,0.000541998,0.005365947,3.570897972,0.317700631,,4.198515121,3.223637657,0.000681018,33.32740757,,16.64078,,,,,,,,,,,,,,SW,14,WET,45,HW5,5.8608744,10.351926,0.05,,,,,,,,,,,,,2019-11-06 12:00:00
RI18-HB-SGW7-6,Hungerford,9/27/2018,16:28,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.037377777,0.046694587,0.009983212,0.006409737,2.842531252,0.76306061,,7.89688105,10.7597215,0.000681018,40.51618231,,17.508075,,,,,,,,,,,,,,7,36,GW,,0,0.032735,7.880338,0.05,,,,,,,,,,,,,2018-09-27 16:28:00
RI19-HB-TD-4,Hungerford,4/17/2019,12:00,Tile drain,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.060834923,0.033789997,0.008542492,0.003973205,5.025590616,0.840980495,,13.72546017,14.92908386,0.000681018,57.99880091,,25.2173674,,,,,,,,,,,,,,GW19-087,51,TILE DRAIN,,FILTERED,0.3705602,12.87831,0.05,,,,,,,,,,,,,2019-04-17 12:00:00
RI19-HB-TD-5,Hungerford,10/3/2018,12:00,Tile drain,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.033085731,0.029905869,0.008190203,0.014710971,7.515805668,0.999242651,,15.17966814,17.97443464,0.000681018,73.12393417,,36.3478934,,,,,,,,,,,,,,GW18-372,52,TILE DRAIN,,FILTERED,0.039282,19.368752,0.05,,,,,,,,,,,,,2018-10-03 12:00:00
RI19-HB-TD-2,Hungerford,10/16/2018,12:00,Tile drain,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.01310931,0.017567616,0.008198884,0.00574613,7.212596053,1.083060183,,16.66207064,19.94102194,0.000681018,66.59482713,,37.243234,,,,,,,,,,,,,,GW18-378,49,TILE DRAIN,,FILTERED,0.0209504,19.368752,0.05,,,,,,,,,,,,,2018-10-16 12:00:00
RI18-HB-TD-1,Hungerford,8/1/2018,12:00,Tile drain,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.025340687,0.032977423,0.007780141,0.040195272,7.098290508,1.104686791,,17.29792072,20.93277267,0.000681018,79.6807811,,37.4255678,,,,,,,,,,,,,,GW18-0323,48,TILE DRAIN,,FILTERED,0.0576136,18.590072,0.05,,,,,,,,,,,,,2018-08-01 12:00:00
RI18-HB-TD-3,Hungerford,9/27/2018,12:00,Tile drain,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.020243341,0.025354049,0.007924575,0.023431917,7.289148956,1.099385839,,17.01039859,20.256371,0.000681018,71.65038654,,37.773907,,,,,,,,,,,,,,,50,TILE DRAIN,,FILTERED,0.032735,18.753018,0.05,,,,,,,,,,,,,2018-09-27 12:00:00
RI18-HB-TD-6,Hungerford,9/25/2018,12:00,Tile drain,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.014427648,0.026002725,0.008034531,0.010595713,7.369548868,1.090677479,,16.88732855,20.06043207,0.000681018,77.06342327,,44.9692,,,,,,,,,,,,,,GW18-342,53,TILE DRAIN,,FILTERED,0.029904,15.2319655,0.05,,,,,,,,,,,,,2018-09-25 12:00:00
RI20-HB-DGW-Mark-1,Hungerford,6/23/2020,12:50,Groundwater,Endmember,From Meghan's Major_ion_chemistry_data file. Most EMs have artificial time 12:00 MED.,,0.019262386,0.075586447,0.012374247,0.057225878,7.40864048,2.644352692,,21.07767786,17.7450051,0.000681018,85.29008263,,51.8932176,,,,,,,,,,,,,,Mark's well,54,Deep groundwater,~ 500-600 ft,44005,0.22784,16.2021963,0.05,,,,,,,,,,,,,2020-06-23 12:50:00
RI22-0261,Wade,02/16/2022,12:00,Grab/Isco,Stream,MED cleaned date column,,0.03,0.04,0.09,0,1.88,0.49,0.11,0.68,0.57,0.34,4.24,,0.5376,,,1.0663,,3.1052,,,-82.22,-11.96,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-16 12:00:00
RI22-0262,Wade,02/17/2022,12:30,Grab/Isco,Stream,MED cleaned date column,,0.03,0.03,0.01,-0.01,1.82,0.57,0.08,0.71,0.63,0.02,4.55,,0.5729,,,1.1116,,2.9043,,,-81.27,-12.15,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17 12:30:00
RI22-0265,Wade,02/17/2022,14:00,Isco,Stream,MED cleaned date column,,0.03,0.03,0.01,-0.01,0.81,0.57,0.09,0.67,0.65,0.01,4.23,,0.5395,,,1.0228,,2.5329,,,-82.69,-12.31,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17 14:00:00
RI22-0266,Wade,02/17/2022,16:00,Isco,Stream,MED cleaned date column,,0.02,0.03,0.01,-0.01,1.66,0.39,0.07,0.59,0.52,0.02,3.69,,,,,,,,,,-83.09,-12.32,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17 16:00:00
RI22-0267,Wade,02/17/2022,18:00,Isco,Stream,MED cleaned date column,,0.01,0.02,0.01,-0.01,0.74,0.36,0.02,0.63,0.65,0.08,4.33,,0.8697,,,1.1567,,2.6577,,,-84.11,-12.45,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17 18:00:00
RI22-0268,Wade,02/17/2022,20:00,Isco,Stream,MED cleaned date column,,0.02,0.02,0.01,-0.01,1.47,0.37,0.01,0.61,0.86,0.03,3.63,,0.613,,,1.3321,,2.1868,,,-85.46,-12.83,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17 20:00:00
RI22-0269,Wade,02/17/2022,22:00,Isco,Stream,MED cleaned date column,,0.07,0.03,0.01,-0.01,0.74,0.57,0.07,0.48,0.44,0.06,3.13,,0.604,,,1.4017,,2.0036,,,-88.59,-13.33,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17 22:00:00
RI22-0270,Wade,02/18/2022,0:00,Isco,Stream,MED cleaned date column,,0.05,0.03,0.01,0,0.09,0.58,0.07,0.39,0.35,0.08,2.49,,0.5732,,,1.4044,,1.6508,,,-89.74,-13.17,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 00:00:00
RI22-0271,Wade,02/18/2022,2:00,Isco,Stream,MED cleaned date column,,0.24,0.03,0.11,0.01,0.02,0.59,0.13,0.38,0.36,0.17,2.34,,0.5524,,,1.5961,,1.445,,,-90.39,-13.59,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 02:00:00
RI22-0272,Wade,02/18/2022,4:00,Isco,Stream,MED cleaned date column,,0.05,0.03,0.03,0,0.05,0.51,0.07,0.35,0.33,0.12,2.15,,0.7067,,,1.8291,,1.4236,,,-91.31,-13.77,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 04:00:00
RI22-0273,Wade,02/18/2022,6:00,Isco,Stream,MED cleaned date column,,0.04,0.04,0.01,-0.01,0.07,0.5,0.07,0.33,0.31,0.11,2.03,,0.5521,,,1.9711,,1.4731,,,-90.16,-13.51,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 06:00:00
RI22-0274,Wade,02/18/2022,8:00,Isco,Stream,MED cleaned date column,,0.07,0.04,0.01,0,0.16,0.31,0.02,0.35,0.43,0.14,2.73,,0.5438,,,2.0294,,1.5469,,,-89.78,-13.31,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 08:00:00
RI22-0275,Wade,02/18/2022,12:30,Grab,Stream,MED cleaned date column,,0.37,0.04,0.23,0.03,0.03,0.54,0.63,0.44,0.48,1.52,2.64,,0.5835,,,2.0513,,2.1105,,,-89.67,-13.38,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 12:30:00
RI22-0294,Wade,02/18/2022,14:00,Isco,Stream,MED cleaned date column,,0.03,0,0,0.05,0.05,0.04,-0.08,0.3,0.43,-0.01,2.23,,0.7358,,,2.036,,1.727,,,-89.36,-13.26,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18 14:00:00
RI22-0295,Wade,02/22/2022,11:30,Grab,Stream,MED cleaned date column,,0.01,0.02,0.01,0.04,1.14,0.54,0.07,0.5,0.45,0.02,3.07,,,,,,,,,,-83.32,-12.35,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22 11:30:00
RI22-0296,Wade,02/22/2022,15:00,Isco,Stream,MED cleaned date column,,0.02,0.02,0.01,0.01,1.26,0.51,0.07,0.52,0.49,0.04,3.16,,0.7317,,,1.2063,,2.1676,,,-83.71,-12.56,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22 15:00:00
RI22-0297,Wade,02/22/2022,18:00,Isco,Stream,MED cleaned date column,,0.01,-0.01,0,-0.01,0.39,0.02,-0.08,0.36,0.4,0,2.69,,0.6561,,,1.1397,,2.0958,,,-83.87,-12.45,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22 18:00:00
RI22-0298,Wade,02/22/2022,21:00,Isco,Stream,MED cleaned date column,,0.02,0.02,0.01,0,0.24,0.33,0.01,0.35,0.71,0.06,2.5,,0.5547,,,0.9909,,1.7252,,,-86.79,-12.83,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22 21:00:00
RI22-0299,Wade,02/23/2022,0:00,Isco,Stream,MED cleaned date column,,0.05,0.03,0.02,0,0.06,0.55,0.08,0.33,0.36,0.1,2.37,,0.5022,,,1.1918,,1.4854,,,-88.68,-13.14,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-23 00:00:00
RI22-0300,Wade,02/23/2022,3:00,Isco,Stream,MED cleaned date column,,0.02,0.02,0.01,0,0.08,0.27,0.01,0.25,0.29,0.07,2.07,,0.5638,,,1.2817,,1.3952,,,-89.72,-13.3,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-23 03:00:00
RI22-0301,Wade,02/23/2022,6:00,Isco,Stream,MED cleaned date column,,0.02,0.02,0.01,0,0.08,0.27,0.01,0.27,0.33,0.09,2.13,,0.5672,,,1.4572,,1.348,,,-90.64,-13.46,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-23 06:00:00
RI22-0302,Wade,02/23/2022,9:00,Isco,Stream,MED cleaned date column,,0.02,0.03,0.01,-0.01,0.03,0.34,0.07,0.3,0.27,0.07,1.91,,0.4995,,,1.5113,,1.3417,,,-90.88,-13.51,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-23 09:00:00
RI22-0303,Wade,02/24/2022,17:00,Grab,Stream,MED cleaned date column,,0,0.02,0.01,0,0.15,0.29,0.01,0.39,0.67,0.06,2.7,,0.4838,,,1.4081,,1.6408,,,-87.74,-13.18,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24 17:00:00
RI22-0485,Wade,03/05/2022,17:30,Grab,Stream,MED cleaned date column,,0.01,0.02,0.02,0.01,1.52,0.49,0.07,0.59,0.58,0.02,3.55,,0.5661,,,1.0872,,2.4882,,,-83.77,-12.51,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 17:30:00
RI22-0311,Wade,03/06/2022,10:15,Grab,Stream,MED cleaned date column,,0.03,0.02,0.01,-0.01,0.15,0.31,0.07,0.33,0.27,0.06,2.24,,,,,,,,,,-90.1,-13.3,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-06 10:15:00
RI22-0451,Wade,03/09/2022,10:45,Grab,Stream,MED cleaned date column,,0.02,-0.01,0,0,0.4,-0.01,-0.08,0.33,0.42,0.02,2.52,,0.577,,,1.2486,,1.8251,,,-88.13,-13.08,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 10:45:00
RI22-0497,Wade,03/16/2022,15:15,Grab,Stream,MED cleaned date column,,0.04,-0.01,0,-0.01,0.89,0.03,-0.05,0.42,0.5,0,2.96,,0.5916,,,0.9922,,2.2409,,,-86.88,-12.84,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-16 15:15:00
RI22-0505,Wade,03/17/2022,11:50,Grab,Stream,MED cleaned date column,,0.28,-0.01,0,0,0.4,0.02,-0.06,0.42,0.5,0.03,2.99,,0.6077,,,0.9311,,1.9273,,,-90.29,-13.45,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-17 11:50:00
RI22-0512,Wade,03/18/2022,12:00,Grab,Stream,MED cleaned date column,,0.01,0.02,0.01,0.01,0.13,0.37,0.04,0.41,0.76,0.07,2.74,,0.5115,,,1.0023,1.1773,1.3472,,,-92.65,-13.76,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-18 12:00:00
RI22-0541,Wade,03/18/2022,14:00,Isco,Stream,MED cleaned date column,,0.03,-0.01,0,0.04,0.48,-0.01,-0.08,0.24,0.86,0.05,2.04,,0.7316,,,1.0784,,1.5901,,,-93.47,-13.85,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-18 14:00:00
RI22-0542,Wade,03/18/2022,18:00,Isco,Stream,MED cleaned date column,,0,0.02,0.01,0,0.11,0.26,0.01,0.22,0.26,0.06,1.85,,0.4874,,,1.1209,,1.4897,,,-94.22,-13.96,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-18 18:00:00
RI22-0543,Wade,03/18/2022,22:00,Isco,Stream,MED cleaned date column,,-0.02,-0.01,0,-0.02,0.37,-0.04,-0.09,0.24,0.64,0.07,1.94,,0.4736,,,1.1892,,1.5121,,,-94.01,-13.98,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-18 22:00:00
RI22-0544,Wade,03/19/2022,2:00,Isco,Stream,MED cleaned date column,,0.02,0.02,0.01,0,0.1,0.26,0.01,0.32,0.6,0.08,2.44,,0.663,,,1.1995,,1.5361,,,-93.5,-13.85,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-19 02:00:00
RI22-0545,Wade,03/19/2022,6:00,Isco,Stream,MED cleaned date column,,-0.01,-0.01,0,-0.02,0.37,-0.03,-0.08,0.26,0.35,0.05,2.07,,0.5388,,,1.1985,,1.5515,,,-93.47,-13.91,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-19 06:00:00
RI22-0546,Wade,03/19/2022,10:00,Isco,Stream,MED cleaned date column,,-0.02,-0.01,0,-0.01,0.42,-0.02,-0.08,0.27,0.66,0.06,2.17,,3.909,,,1.1595,,1.5313,,,-92.89,-13.65,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-19 10:00:00
RI22-0609,Wade,03/20/2022,22:00,Isco,Stream,MED cleaned date column,,-0.02,-0.01,0,-0.01,0.42,-0.03,-0.08,0.23,0.53,0.06,1.88,,0.4992,,,1.2753,,1.4215,,,-94.24,-14.06,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-20 22:00:00
RI22-0614,Wade,03/20/2022,18:00,Grab/Isco,Stream,MED cleaned date column,,0,0.02,0.01,-0.01,0.25,0.27,0,0.24,0.28,0.08,1.9,,0.4794,,,1.2996,,1.4074,,,-94.07,-14.07,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-20 18:00:00
